sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
3,2023-11-17 02:00:00,2,0.61,0.5,0.69,84.83
2,2024-02-10 12:45:00,1,0.99,0.52,0.83,4.5
4,2024-03-04 11:15:00,0,1.25,0.72,0.21,23.0
2,2024-02-09 05:15:00,2,1.33,0.37,0.29,74.42
3,2024-03-22 14:30:00,1,1.11,0.98,0.84,63.72
4,2024-01-06 18:30:00,1,1.4,0.02,0.92,94.66
4,2023-10-29 14:00:00,0,0.74,0.49,0.97,77.3
2,2023-10-27 17:15:00,1,0.88,0.57,0.37,68.54
2,2023-12-26 18:00:00,0,0.87,0.7,0.02,22.28
1,2024-01-23 13:15:00,0,1.23,0.19,0.22,54.38
4,2023-11-10 12:15:00,1,0.89,0.0,0.09,55.72
1,2024-01-19 02:30:00,2,0.92,0.76,0.51,94.15
4,2023-09-19 12:45:00,0,1.31,0.57,0.84,66.25
3,2024-02-12 04:00:00,2,1.13,0.44,0.56,70.56
1,2023-12-01 08:15:00,0,1.13,0.5,0.07,1.83
3,2024-02-21 12:00:00,0,1.13,0.44,0.74,88.19
3,2023-12-08 08:45:00,2,1.35,0.86,0.22,7.92
3,2023-10-05 04:45:00,0,0.93,0.24,0.72,20.39
3,2023-10-07 05:45:00,0,0.9,0.86,0.79,37.5
3,2024-02-06 17:30:00,1,1.23,0.18,0.64,3.52
3,2024-01-10 06:00:00,0,1.24,0.76,0.14,24.35
3,2023-12-13 12:30:00,2,1.06,0.7,0.88,94.65
3,2023-12-07 22:45:00,1,1.3,0.03,0.75,25.6
4,2024-03-20 16:00:00,2,0.64,0.13,0.32,53.38
1,2024-02-26 05:15:00,2,0.93,0.11,0.35,29.59
4,2024-02-03 12:45:00,1,1.37,0.75,0.87,99.78
2,2023-11-16 01:45:00,1,0.79,0.53,0.4,63.3
4,2024-03-11 13:30:00,1,0.63,0.57,0.86,48.95
2,2023-12-03 15:15:00,0,1.21,0.97,0.25,65.67
4,2024-02-16 06:00:00,1,1.32,0.22,0.09,45.78
2,2023-10-14 06:15:00,1,1.39,0.89,0.25,60.64
1,2023-11-22 04:30:00,1,0.89,0.19,0.93,49.88
4,2024-01-06 04:00:00,0,1.25,0.42,0.21,72.95
1,2023-11-16 02:15:00,0,0.83,0.46,0.11,19.99
3,2023-09-26 05:30:00,0,1.13,0.66,0.22,44.31
4,2023-12-11 12:30:00,1,0.82,0.88,0.14,19.36
3,2023-11-13 06:30:00,1,1.1,0.78,0.39,18.48
2,2023-12-22 01:00:00,1,0.62,0.41,0.1,8.95
3,2023-11-19 08:00:00,2,1.32,0.17,1.0,61.95
3,2024-02-26 22:00:00,1,1.13,0.82,0.89,69.03
3,2024-03-19 23:45:00,1,1.0,0.56,0.41,29.58
4,2024-03-18 12:45:00,2,1.24,0.28,0.42,86.28
2,2024-02-16 00:15:00,1,1.39,0.42,0.72,96.28
4,2024-03-21 16:30:00,0,0.68,0.66,0.28,56.1
2,2023-11-29 13:15:00,0,1.39,0.12,0.15,29.13
4,2023-10-23 19:30:00,1,1.2,0.74,0.44,64.5
1,2024-02-08 00:15:00,0,1.27,0.05,0.01,29.07
2,2024-03-14 13:30:00,0,0.64,0.3,0.18,34.38
1,2023-09-26 12:30:00,2,1.16,0.66,0.27,56.58
2,2024-01-07 21:15:00,0,0.8,0.74,0.04,85.86
3,2024-03-04 13:15:00,1,1.31,0.04,0.08,14.03
2,2023-11-17 01:45:00,1,0.96,0.21,0.41,77.2
4,2024-03-08 11:00:00,1,1.11,0.19,0.17,45.82
1,2023-11-16 09:15:00,1,1.0,0.43,0.32,34.16
3,2024-01-02 19:00:00,2,1.26,0.35,0.7,70.61
3,2023-12-13 21:15:00,1,1.17,0.82,0.63,68.7
4,2023-09-09 00:00:00,0,0.95,0.93,0.63,74.0
2,2024-02-09 08:15:00,1,0.65,0.73,0.3,51.44
4,2024-02-10 01:00:00,2,1.26,0.14,0.79,16.51
1,2024-01-13 02:30:00,0,0.78,0.92,0.66,81.12
4,2023-10-27 06:30:00,1,0.77,0.21,0.9,22.5
2,2023-12-09 17:00:00,0,1.29,0.1,0.78,18.11
3,2023-12-02 04:00:00,0,0.81,0.02,0.31,65.22
1,2024-02-18 00:00:00,2,1.12,1.0,0.09,59.6
3,2023-09-20 01:30:00,0,1.24,0.24,0.25,37.32
2,2023-10-08 20:15:00,2,1.36,0.59,0.29,49.87
1,2024-02-17 05:30:00,0,1.08,0.84,0.37,5.0
3,2023-09-03 20:15:00,1,0.76,0.58,0.41,20.96
4,2023-12-23 14:45:00,2,1.08,0.87,0.29,95.7
4,2023-10-09 06:00:00,0,0.94,0.8,0.43,49.41
3,2024-02-07 23:00:00,0,0.68,0.3,0.18,66.22
2,2023-09-14 17:45:00,1,1.15,0.11,0.09,58.9
4,2023-12-01 15:15:00,0,0.96,0.74,0.16,37.53
3,2023-12-19 15:45:00,1,1.38,0.36,0.3,16.62
1,2024-02-02 15:45:00,0,1.07,0.53,0.17,82.14
4,2024-01-13 22:15:00,0,0.87,0.82,0.2,85.34
3,2023-11-30 07:15:00,1,0.65,0.93,0.7,18.43
1,2023-12-20 08:15:00,2,0.69,0.66,0.25,23.9
4,2023-09-05 09:45:00,1,1.11,0.58,0.29,58.34
4,2023-10-15 06:15:00,1,1.06,0.42,0.61,48.55
4,2023-10-02 21:15:00,1,0.75,0.43,0.13,10.38
3,2024-01-31 13:45:00,2,1.27,0.37,0.21,66.73
3,2024-02-15 17:30:00,0,1.17,0.59,0.62,62.37
4,2023-10-17 09:00:00,2,1.24,0.04,0.29,82.46
2,2024-01-16 04:15:00,2,0.93,0.41,0.51,70.83
1,2024-02-28 07:45:00,0,0.81,0.98,1.0,58.66
2,2023-11-13 06:00:00,1,0.93,0.57,0.89,69.88
3,2024-02-08 20:30:00,2,1.09,0.44,0.79,15.42
2,2023-11-03 00:15:00,2,0.91,0.9,0.08,81.03
3,2024-02-07 08:30:00,0,1.2,0.11,0.64,25.06
2,2023-09-01 19:45:00,2,0.77,0.89,0.52,54.9
4,2024-03-16 13:30:00,2,0.99,0.22,0.79,1.18
2,2023-11-16 10:15:00,2,1.13,0.15,0.05,72.72
4,2023-12-29 07:30:00,0,1.2,0.14,0.51,6.49
3,2023-12-03 02:15:00,1,0.78,0.83,0.69,17.26
2,2024-02-26 11:30:00,1,1.19,0.65,0.96,87.58
4,2023-10-31 14:15:00,2,1.27,0.43,0.55,89.51
3,2023-12-06 03:30:00,2,0.68,0.68,0.65,58.38
1,2024-03-04 04:15:00,0,1.36,0.12,0.34,38.45
2,2024-02-03 10:45:00,1,1.31,0.49,0.94,75.81
4,2024-02-08 04:45:00,1,1.01,0.5,0.69,38.91
1,2023-09-21 23:00:00,0,1.27,0.5,0.03,70.14
2,2023-12-25 14:00:00,0,1.13,0.37,0.34,23.81
4,2024-03-24 21:00:00,1,0.68,0.43,0.58,20.88
2,2024-02-27 10:30:00,1,1.31,0.51,0.64,97.55
4,2023-09-10 04:00:00,2,1.09,0.8,0.29,14.65
4,2023-10-24 01:00:00,1,1.15,0.52,0.16,25.26
2,2023-12-18 22:45:00,0,1.28,0.93,0.67,84.16
3,2024-02-15 01:00:00,1,0.69,0.81,0.55,4.16
1,2024-03-06 03:45:00,0,1.25,0.7,0.45,21.92
4,2024-01-01 15:30:00,2,0.81,0.63,0.95,44.79
1,2023-09-06 23:30:00,1,1.36,0.33,0.94,12.56
1,2023-11-23 06:00:00,1,1.14,0.94,0.7,40.47
1,2023-12-04 01:30:00,1,1.36,0.16,0.57,42.36
4,2024-02-14 00:00:00,0,0.91,0.72,0.64,51.92
2,2024-03-18 06:30:00,2,0.87,0.32,0.65,70.48
2,2024-03-19 10:15:00,2,0.91,0.98,0.05,54.14
4,2023-12-30 01:00:00,1,1.16,0.63,0.4,28.83
1,2023-11-18 16:30:00,1,0.95,0.77,0.66,9.24
2,2023-12-14 03:45:00,0,1.12,0.79,0.66,76.03
3,2024-03-17 21:00:00,1,1.31,0.43,0.43,9.71
4,2024-03-05 22:30:00,2,1.32,0.56,0.71,37.84
4,2023-10-07 21:30:00,2,1.13,0.87,0.72,51.74
1,2024-02-10 19:15:00,0,1.22,0.62,0.95,52.44
4,2024-02-23 23:15:00,0,1.03,0.59,0.19,99.29
2,2024-01-07 13:00:00,1,0.92,0.8,1.0,45.21
4,2023-12-12 05:00:00,1,1.34,0.19,0.76,72.1
4,2023-11-18 01:00:00,1,1.31,0.65,0.88,48.48
3,2024-01-23 07:45:00,2,1.32,0.56,0.06,1.42
4,2024-03-09 03:15:00,2,1.26,0.35,0.42,62.99
3,2023-10-06 07:45:00,0,0.99,0.54,0.99,33.7
4,2024-02-19 22:45:00,0,0.85,0.52,0.26,12.88
4,2023-12-25 05:15:00,2,0.66,1.0,0.4,11.91
1,2024-03-19 13:30:00,1,0.68,0.5,0.1,45.58
2,2023-11-07 04:30:00,0,1.06,0.83,0.83,61.43
1,2023-10-04 03:00:00,2,1.16,0.02,0.66,58.23
4,2023-12-28 22:15:00,2,1.01,0.05,0.15,59.2
1,2023-10-07 07:15:00,2,0.61,0.07,0.87,77.92
1,2024-03-12 14:15:00,1,0.75,0.68,0.97,20.4
2,2024-01-11 05:00:00,1,1.3,0.91,0.75,87.93
2,2024-01-24 18:00:00,1,0.68,0.91,0.26,93.22
2,2023-11-08 15:00:00,0,0.91,0.62,0.4,91.03
1,2023-12-22 19:00:00,0,1.29,0.65,0.6,69.56
4,2023-12-02 02:15:00,2,0.9,0.99,0.34,43.01
3,2024-02-17 02:15:00,0,1.21,0.65,0.79,91.16
2,2023-09-17 15:15:00,0,0.94,0.34,0.16,22.19
1,2023-10-24 02:00:00,0,0.88,0.91,0.22,39.59
2,2024-03-01 21:00:00,0,1.06,0.32,0.44,5.81
3,2024-03-17 02:30:00,1,1.4,0.8,0.08,41.52
2,2023-11-02 00:15:00,0,1.29,0.23,0.01,38.07
4,2024-01-30 14:45:00,2,1.2,0.85,0.86,25.35
3,2024-01-05 12:30:00,0,0.64,0.03,0.63,19.46
4,2023-10-16 13:00:00,1,0.95,0.47,0.95,67.22
1,2023-10-11 00:45:00,0,1.08,0.98,0.73,65.61
4,2024-01-02 20:00:00,0,1.09,0.93,0.42,26.23
2,2023-11-19 15:00:00,2,0.76,0.62,0.92,88.27
2,2024-01-22 06:15:00,1,1.01,0.13,0.93,36.22
2,2023-12-05 07:00:00,0,1.15,0.77,0.36,64.64
1,2024-03-11 09:30:00,2,1.16,0.46,0.42,53.83
1,2024-01-24 20:30:00,2,0.77,0.2,0.57,84.42
3,2023-10-27 10:00:00,0,0.95,0.44,0.95,87.64
3,2023-09-26 18:30:00,2,1.23,0.44,0.61,81.5
4,2023-10-30 02:30:00,0,1.38,0.96,0.89,75.74
2,2023-10-09 13:00:00,0,0.82,0.25,0.41,88.61
4,2024-02-19 10:15:00,2,0.66,0.01,0.77,69.33
1,2023-10-30 13:15:00,0,0.63,0.73,0.56,27.04
3,2023-09-06 19:45:00,0,0.93,0.27,0.4,17.6
2,2023-10-14 17:30:00,2,0.68,0.26,0.3,34.52
3,2023-12-27 20:15:00,1,1.39,0.42,0.87,95.35
4,2024-01-25 02:15:00,2,1.25,0.45,0.67,77.96
1,2024-02-18 15:00:00,0,1.16,0.19,0.87,14.35
3,2024-02-29 01:00:00,0,0.76,0.48,0.42,61.19
2,2023-10-08 04:15:00,2,0.82,0.68,0.22,99.05
4,2023-11-13 08:15:00,0,0.82,0.83,0.01,97.55
2,2023-12-23 02:15:00,1,1.22,0.45,0.77,68.64
4,2023-10-22 16:15:00,2,1.12,0.96,0.52,43.91
4,2023-10-16 21:15:00,1,1.11,0.17,0.85,34.34
4,2023-11-20 19:15:00,1,1.1,0.51,0.34,86.12
1,2023-09-08 15:45:00,2,1.15,0.33,0.68,11.99
1,2024-02-09 20:00:00,1,1.32,0.18,0.79,23.92
4,2024-01-11 16:00:00,0,1.19,0.21,0.2,49.92
1,2023-11-24 05:15:00,2,1.36,0.22,0.84,91.12
2,2024-01-13 23:15:00,0,0.95,0.49,0.5,32.14
1,2023-12-02 09:45:00,1,0.73,0.67,0.08,31.41
1,2023-10-26 18:30:00,0,0.67,0.22,0.6,67.58
4,2023-12-16 09:15:00,1,1.1,0.77,0.53,64.95
3,2023-12-11 05:45:00,0,0.83,0.16,0.53,1.76
3,2023-09-13 14:15:00,0,0.82,0.31,0.98,97.33
3,2023-12-11 07:00:00,2,1.11,0.22,0.28,12.82
4,2024-03-11 01:45:00,1,1.28,0.42,0.89,93.57
3,2024-02-17 06:45:00,2,0.9,0.58,0.05,46.8
2,2024-03-27 03:15:00,2,1.29,0.02,0.29,2.69
3,2023-11-10 14:00:00,2,1.05,0.28,0.0,32.86
3,2024-01-27 05:30:00,0,0.77,0.58,0.31,47.45
4,2023-12-10 12:00:00,0,0.88,0.04,0.82,1.61
2,2024-03-27 13:00:00,1,1.32,0.49,0.64,88.15
1,2023-10-05 12:45:00,0,1.35,0.1,0.36,80.82
2,2024-02-16 07:15:00,1,1.3,0.6,0.11,7.82
4,2023-10-20 05:45:00,1,0.69,0.84,0.22,44.56
4,2023-11-26 02:00:00,2,1.28,0.05,0.03,67.94
1,2024-02-23 01:15:00,0,1.2,0.96,0.8,22.61
1,2023-11-03 15:30:00,1,1.13,0.68,0.48,0.32
1,2024-01-31 07:00:00,1,1.33,0.75,0.34,78.5
4,2023-10-31 16:45:00,1,1.02,0.29,0.05,36.9
1,2024-02-08 22:15:00,1,1.4,0.66,0.83,30.26
2,2023-09-07 14:30:00,0,1.32,0.74,0.16,33.59
2,2023-09-22 23:30:00,0,1.36,0.35,0.46,43.44
1,2024-02-16 02:15:00,2,1.3,1.0,0.99,98.98
3,2023-09-28 07:00:00,0,1.18,0.9,0.87,31.75
4,2023-12-21 13:45:00,1,1.28,0.73,0.59,97.11
1,2024-01-12 04:00:00,2,1.0,0.58,0.06,84.33
2,2024-01-22 14:00:00,2,0.77,0.35,0.39,16.42
1,2024-02-26 15:00:00,1,0.9,0.82,0.19,4.02
4,2023-10-14 07:30:00,1,0.86,0.11,0.71,68.67
2,2024-02-15 16:30:00,1,1.02,0.39,0.29,52.63
4,2024-03-17 04:15:00,1,1.22,0.81,0.85,43.94
3,2023-10-02 03:15:00,2,0.64,0.17,0.93,32.07
4,2024-03-13 14:30:00,1,0.92,0.21,0.66,98.72
3,2024-02-04 07:15:00,2,1.08,0.7,0.97,16.8
3,2023-09-13 20:00:00,2,1.28,0.15,0.35,21.89
2,2023-12-12 06:45:00,2,1.32,0.82,0.76,7.97
1,2023-11-16 02:30:00,2,1.39,0.65,0.83,39.28
2,2023-11-10 02:30:00,0,1.39,0.21,0.88,64.97
1,2024-01-04 06:45:00,0,1.0,0.83,0.86,45.45
4,2023-11-28 14:30:00,2,0.92,0.86,0.74,33.39
4,2023-12-31 04:30:00,0,1.38,0.88,0.81,55.99
2,2024-01-06 11:45:00,0,1.25,0.63,0.51,73.61
1,2024-02-28 15:15:00,0,1.25,0.69,0.29,48.63
4,2023-11-07 21:45:00,2,1.34,0.46,0.86,3.38
1,2023-11-18 09:00:00,0,1.34,0.48,0.96,62.51
1,2023-11-08 14:00:00,0,1.3,0.22,0.27,3.64
3,2023-12-14 19:30:00,2,1.03,0.44,0.71,26.56
1,2023-10-11 11:45:00,1,0.79,0.33,0.51,29.83
2,2024-01-11 10:15:00,2,0.92,0.12,0.96,87.72
4,2023-12-19 04:15:00,0,0.87,0.77,0.31,46.82
3,2023-11-10 14:15:00,1,1.03,0.38,0.56,56.65
1,2023-11-08 00:00:00,0,0.68,0.43,0.13,73.83
2,2024-01-30 10:30:00,2,1.28,0.25,0.35,30.67
4,2023-12-01 20:45:00,0,1.17,0.3,0.13,54.71
3,2024-02-29 22:00:00,1,0.71,0.71,0.34,83.08
4,2024-01-29 06:00:00,1,0.66,0.48,0.98,27.88
1,2023-11-04 17:30:00,2,1.4,0.69,0.91,66.44
3,2023-10-07 06:30:00,0,0.89,0.13,0.63,7.96
1,2023-11-29 23:15:00,0,0.81,0.69,0.12,19.84
2,2024-02-22 12:00:00,1,0.85,0.05,0.05,34.35
2,2024-02-23 10:30:00,1,1.39,0.33,0.79,22.35
1,2023-12-29 03:15:00,2,1.22,0.04,0.3,49.71
4,2023-12-07 20:15:00,1,1.16,0.35,0.06,85.0
1,2023-12-23 06:00:00,0,0.76,0.64,0.64,32.42
1,2023-10-18 23:45:00,2,1.24,0.03,0.45,40.41
1,2023-09-16 09:00:00,2,1.04,0.53,0.24,86.07
4,2024-02-11 11:15:00,1,1.09,0.51,0.08,17.83
4,2024-03-06 17:45:00,2,0.8,0.21,0.07,21.6
3,2023-09-21 13:00:00,1,1.23,0.28,0.49,23.46
2,2023-12-26 08:15:00,2,1.06,0.47,0.81,63.4
1,2024-03-11 07:45:00,1,0.89,0.61,0.76,22.35
2,2024-01-23 16:00:00,1,1.37,0.07,0.11,7.98
4,2023-11-17 05:30:00,2,0.86,0.21,0.39,88.55
4,2024-01-29 16:30:00,0,1.05,0.26,0.52,50.65
3,2023-11-23 14:30:00,0,1.21,0.7,0.71,83.24
3,2023-11-30 18:00:00,2,0.86,0.11,0.85,6.65
3,2023-10-17 23:15:00,0,0.66,0.91,0.19,32.73
3,2023-12-11 21:30:00,1,1.01,0.31,0.96,79.06
1,2024-02-13 07:15:00,0,0.78,0.19,0.9,52.09
3,2024-02-20 14:00:00,1,0.85,0.85,0.66,91.75
1,2024-01-10 08:30:00,0,0.89,0.74,0.54,7.03
1,2023-12-10 11:00:00,1,0.97,0.21,0.4,59.06
4,2023-12-09 11:45:00,1,0.6,0.33,0.79,73.55
4,2024-01-31 11:45:00,2,1.36,0.81,0.74,41.94
3,2023-11-08 10:45:00,1,1.12,0.28,0.24,32.26
1,2024-03-15 23:30:00,0,0.81,0.71,0.42,50.84
4,2023-12-20 13:15:00,1,0.87,0.58,0.18,46.98
4,2023-10-16 12:15:00,0,1.03,0.63,0.68,50.91
3,2023-11-28 21:00:00,1,1.38,0.39,0.47,68.05
2,2023-10-06 02:15:00,0,1.37,0.5,0.2,32.89
4,2023-10-21 06:45:00,0,0.79,0.47,0.68,68.85
3,2023-11-28 02:00:00,1,1.24,0.17,0.67,79.2
3,2023-12-04 04:00:00,1,0.71,0.42,0.89,22.93
2,2023-11-29 02:45:00,0,1.07,0.68,0.9,55.33
4,2023-09-16 17:30:00,2,0.97,0.79,0.73,11.16
3,2023-10-05 01:15:00,0,0.96,0.47,0.21,8.78
3,2024-03-19 15:15:00,0,0.83,0.76,0.81,0.84
1,2023-11-06 12:00:00,0,0.66,0.93,0.96,0.66
4,2024-01-26 01:15:00,1,1.06,0.66,0.13,99.85
4,2023-09-21 15:15:00,1,1.07,0.4,0.2,11.35
2,2023-10-07 22:45:00,2,1.21,0.03,0.26,99.15
2,2024-03-18 08:30:00,0,1.14,0.71,0.31,46.35
4,2024-02-04 09:15:00,1,0.76,0.9,0.5,46.42
4,2023-09-02 01:30:00,2,1.25,0.91,0.11,48.56
1,2024-01-08 16:15:00,0,1.22,0.25,0.75,45.98
2,2023-10-09 20:30:00,0,1.12,0.56,0.66,66.87
4,2024-03-03 05:30:00,2,1.13,0.13,0.94,47.02
2,2023-10-07 13:00:00,2,0.91,0.63,0.85,11.91
4,2023-10-14 15:00:00,1,0.94,0.56,0.42,58.32
3,2023-10-02 18:30:00,2,1.31,0.34,0.94,31.11
3,2024-01-25 18:15:00,2,0.64,0.6,0.04,33.12
4,2023-09-22 14:00:00,2,1.21,0.87,0.65,95.57
2,2023-12-05 18:45:00,0,1.12,0.98,0.85,10.4
4,2023-10-30 12:15:00,2,0.92,0.39,0.24,64.16
1,2024-03-04 07:30:00,1,1.35,0.2,0.02,47.37
4,2023-12-09 04:15:00,1,1.28,0.39,0.34,16.52
2,2023-12-08 23:45:00,0,0.92,0.14,0.47,7.43
1,2023-11-01 06:45:00,2,0.86,0.58,0.7,58.73
2,2023-11-10 18:15:00,1,1.22,0.83,0.47,98.94
3,2023-10-13 05:00:00,1,1.39,0.48,0.14,82.13
2,2023-09-05 16:30:00,2,1.17,0.42,0.44,44.89
1,2023-09-21 18:00:00,1,0.89,0.47,0.99,92.05
1,2023-11-18 23:15:00,0,0.75,0.65,0.98,26.21
1,2024-02-27 09:45:00,0,0.77,0.1,0.89,51.67
2,2023-11-08 18:45:00,1,1.04,0.64,0.04,63.9
4,2024-02-21 00:30:00,0,0.91,0.79,0.7,96.72
4,2024-03-14 11:00:00,1,0.62,0.1,0.05,53.64
3,2024-02-24 16:00:00,1,1.22,0.75,0.88,63.35
2,2023-09-18 10:45:00,1,1.24,0.07,0.83,29.11
3,2023-10-25 18:45:00,1,1.21,0.64,0.29,32.08
2,2024-01-24 21:15:00,0,1.09,0.53,0.61,81.69
3,2024-03-10 05:15:00,0,1.2,0.33,0.64,11.06
1,2024-01-13 00:00:00,0,0.62,0.05,0.07,5.82
2,2023-12-31 11:45:00,1,0.74,0.27,0.35,35.69
3,2024-03-10 16:45:00,0,0.83,0.47,0.83,52.31
1,2023-10-23 20:00:00,2,0.99,0.4,0.1,27.73
2,2024-03-16 00:30:00,2,1.39,0.77,0.8,39.84
1,2023-10-13 01:30:00,2,1.13,0.51,0.78,58.56
2,2024-03-02 19:00:00,0,0.93,0.25,0.02,24.95
4,2024-03-21 00:30:00,1,1.13,0.31,0.87,97.0
2,2023-12-24 15:15:00,2,1.15,0.26,0.3,10.46
4,2024-01-12 14:45:00,2,0.64,0.22,0.2,15.29
3,2023-10-08 11:30:00,2,0.71,0.62,0.27,64.59
3,2024-02-29 16:30:00,1,1.16,0.67,0.18,75.47
1,2023-10-09 01:30:00,0,0.93,0.97,0.72,51.84
1,2023-11-06 10:45:00,0,1.1,0.76,0.35,7.8
4,2023-12-18 19:30:00,0,0.73,0.22,0.47,18.94
3,2023-11-30 17:45:00,2,1.3,0.79,0.72,51.55
3,2023-12-30 22:00:00,2,0.93,0.67,0.37,10.68
1,2023-11-24 22:15:00,2,0.94,0.99,0.03,57.59
3,2023-10-16 19:45:00,2,0.86,0.11,0.67,55.97
2,2024-02-24 04:00:00,0,0.96,0.31,0.02,58.12
4,2024-02-17 18:45:00,1,0.96,0.95,0.45,98.91
3,2024-03-18 07:30:00,2,1.25,0.93,0.99,53.08
2,2023-10-09 08:00:00,0,1.38,0.79,0.29,99.65
2,2023-09-23 05:00:00,0,1.28,0.77,0.54,44.47
3,2023-12-28 14:15:00,1,0.82,0.22,0.05,0.19
4,2023-10-31 06:45:00,0,1.16,0.43,0.25,84.33
1,2024-02-29 12:45:00,1,1.09,0.35,0.62,84.21
3,2024-02-27 09:15:00,2,0.81,0.01,0.99,34.35
4,2023-09-07 11:15:00,0,0.73,0.1,0.17,93.71
4,2023-10-10 07:00:00,0,0.66,0.12,0.77,92.93
1,2023-09-06 21:15:00,1,1.3,0.24,0.75,62.83
4,2023-12-29 01:15:00,2,0.92,0.03,0.27,0.47
1,2023-10-17 11:00:00,0,0.97,0.02,0.8,97.6
4,2023-12-22 01:45:00,2,0.61,0.73,0.77,58.49
4,2024-03-27 19:00:00,0,0.68,0.87,0.71,12.0
3,2023-09-13 02:15:00,0,0.99,0.01,0.77,54.57
1,2024-02-07 18:15:00,2,0.84,0.21,0.49,9.51
1,2024-02-17 18:00:00,1,0.91,0.78,0.51,19.84
2,2024-01-09 13:30:00,2,0.76,0.88,0.98,95.55
3,2023-12-13 01:45:00,2,0.89,0.84,0.77,99.97
1,2024-01-23 22:00:00,0,1.29,0.74,0.34,23.68
1,2023-10-24 12:00:00,0,0.9,0.54,0.94,13.39
3,2023-11-27 20:15:00,1,0.7,0.26,0.61,26.69
2,2024-01-21 02:30:00,1,0.87,0.35,0.82,54.93
3,2023-12-02 05:15:00,2,0.7,0.49,0.78,52.78
1,2023-09-01 16:45:00,2,1.21,0.76,0.22,66.66
4,2023-11-01 16:00:00,0,0.69,0.42,0.48,43.75
1,2024-01-27 15:00:00,2,1.0,0.56,0.02,69.13
3,2024-03-04 02:45:00,1,1.0,0.12,0.73,18.41
3,2024-02-27 10:45:00,0,0.87,0.38,0.19,2.13
1,2023-10-21 14:00:00,0,1.06,0.85,0.35,29.75
4,2024-02-26 14:15:00,0,1.22,0.72,0.01,34.5
3,2023-10-06 18:00:00,2,0.83,0.49,0.37,49.26
4,2024-03-08 15:30:00,2,0.71,0.53,0.66,72.12
3,2024-03-07 14:15:00,0,1.1,0.43,0.02,33.96
2,2023-09-15 21:45:00,0,1.28,0.28,0.05,27.65
3,2023-12-20 22:30:00,0,1.02,0.69,0.53,5.4
1,2023-09-26 11:00:00,1,1.08,0.16,0.86,86.45
1,2023-10-20 19:00:00,0,0.63,0.38,0.94,14.99
1,2024-03-16 02:45:00,2,1.09,0.83,0.91,99.96
2,2023-09-14 18:00:00,2,1.2,0.38,0.27,2.11
2,2023-11-18 11:15:00,1,1.27,0.49,0.24,90.07
4,2023-10-21 22:15:00,0,0.9,0.75,0.13,11.38
3,2024-03-14 11:15:00,1,1.35,0.96,0.26,41.67
3,2023-12-18 16:00:00,1,0.87,0.87,0.81,56.89
3,2023-12-16 07:45:00,0,1.06,0.67,0.05,68.89
3,2023-11-11 17:15:00,2,0.99,0.03,0.61,99.45
1,2023-11-10 20:15:00,1,1.34,0.28,0.51,24.35
4,2023-10-26 01:30:00,2,1.0,0.4,0.78,77.16
3,2023-11-04 19:45:00,2,1.1,0.92,0.33,89.1
3,2023-11-24 19:00:00,2,1.23,0.6,0.97,0.27
2,2023-09-16 07:15:00,2,1.19,0.83,0.07,32.49
1,2024-01-13 19:15:00,1,0.61,0.1,0.0,62.84
2,2024-02-16 10:15:00,1,0.89,0.68,0.41,91.12
1,2023-10-16 18:45:00,2,1.24,0.07,0.26,71.54
4,2024-02-22 21:00:00,2,1.3,0.67,0.06,20.44
4,2023-09-07 00:30:00,0,1.4,0.68,0.86,51.45
1,2024-02-19 23:45:00,1,1.29,0.96,0.77,50.76
3,2023-10-05 19:00:00,0,0.95,0.58,0.07,49.62
2,2024-01-25 20:45:00,1,1.11,0.41,0.11,31.61
2,2023-12-11 18:45:00,0,0.88,0.07,0.75,9.76
4,2023-12-14 01:00:00,2,1.14,0.05,0.76,92.54
3,2023-09-05 21:45:00,2,1.12,0.23,0.08,58.94
2,2024-03-10 09:30:00,2,1.01,0.77,0.31,47.15
1,2024-02-19 22:30:00,1,0.85,0.54,0.59,48.03
2,2023-10-06 02:45:00,0,1.35,0.24,0.86,48.19
2,2023-12-18 11:30:00,1,1.22,0.14,0.96,37.36
4,2024-01-05 22:00:00,1,0.86,0.88,0.68,6.8
3,2024-03-09 17:15:00,1,0.82,0.55,0.46,60.27
1,2023-11-26 03:00:00,0,0.81,0.69,0.72,24.01
1,2023-10-31 20:45:00,0,1.23,0.34,0.13,48.51
1,2023-11-16 15:00:00,0,0.9,0.96,0.39,80.42
4,2023-11-29 09:45:00,2,0.71,0.99,0.72,44.1
3,2023-11-27 04:00:00,1,1.03,0.71,0.41,50.33
1,2023-09-29 08:15:00,2,1.27,0.12,0.72,80.37
4,2024-02-20 16:30:00,2,1.29,0.61,0.62,43.38
1,2024-01-14 10:00:00,2,1.29,0.67,0.36,43.2
1,2024-03-19 08:45:00,0,0.86,0.1,0.41,27.47
4,2023-10-18 15:15:00,0,0.66,0.86,0.58,69.5
1,2023-11-11 03:00:00,1,0.89,1.0,0.84,65.95
4,2024-02-26 03:45:00,0,1.21,0.96,0.73,15.81
3,2023-12-29 13:30:00,0,0.69,0.13,0.03,8.93
1,2024-01-16 10:15:00,1,0.78,0.62,0.21,34.31
2,2023-10-27 04:30:00,2,0.62,0.13,0.01,23.34
4,2023-10-17 14:45:00,2,0.79,0.38,0.18,51.99
1,2024-02-03 01:15:00,0,1.01,0.95,0.48,22.53
